30774 12821 3147;30774 3147
48266 48280;48266
34819 45799 15377 3224 2222 44077 46300;15377 34819 44077 46300
422 571 23786 574;422
5932 4327 6269;6269
998 957 168 3140;3140 168
6602 30866;30866
6408 41467 1698;41467
40670 4149 4957 30784 804 2809;4149 2809 40670
47 1347 50;1347
664 3246 6254 1430 17985 1390 6718 6063 11658 5537 7499;664 1430 1390
151 244 937;151 937
43354 42437 42336 41491 5193;42437 41491
33026 10484;10484
48295 46950 46951;46950 46951
6361 37958 2058 1056;1056
6051 50325 44132;6051 50325
3641 8567;8567
2403 5373 33705;5373 33705
246 40658 992;246
48266 48256 48280 48257 48274 48282 44697 46315;48266 48280 48274
2437 406 5113 7638 23083 23100;406 23100
44090 7939 8721;44090
28373 13255 7070 8534 33043 221 5118 33030 33049 371;28373 13255 7070 8534 33043 33030 371 5118
30745 30741 28418 30746;30741 30745 30746
7470 8363 8364 14994;7470 8363 8364
47530 47471 47472;47530
49092 49089 49100 49155 49114;49092 49089 49100 49114
40686 5388;5388
2593 45280 45326 45781 45251;2593
6355 10391 954 48374;48374
10157 1818;10157
34848 37897 9564 34815;34848 37897
205 10 91 473;91 205
33068 3030 1368 1369;1369
976 433 375;976 433
8124 13265 47744;8124
44616 44600 44607 37882 23073 44628;23073 44600 44616 44607 37882
867 1138 4515 3010 6734 3514 1467 7009;3514 7009
28336 3033 3035 30756 879 259 561 3337 1000;3033 259 1000
3091 36553 36582;3091
19898 49128 20537;19898 20537
3607 3403 14511 14347 1209 10813 2050 9482 8651 2121 13551 207 6984 36420 12251 21131 13808 9481 36422 36429 30744 40698;3607 14347 1209 9482 2050
48289 48280 48255 43156 39256 45760 33034 48257;48255 45760 48257 48289 48280
41484 2755 45264 973;41484 45264 973
2697 2521 4439 4438;4439
45219 45262 1121;45219 45262
37 1222;37
30622 49099 49104 249 42844 45215 49083 39241 487 46902;30622 249 49099 45215
6975 47056 9127 51235 51701 4129 51072 51105 5040 7189 49107 51129 2614 5794 50364;51105 6975 51701 5040 51235 49107
34843 4768 33053 8338 32208 30970;34843
2414 32210 33029 30931 32208 33054 33038 30971 33031;30931 33029 32208 30971 33038 33054
32210 4961 33049 33043 33034 33030 30931 33029;30931 32210 33030 33049
42451 37876 249 13231 8931;42451
2268 1402;2268
369 592;592
39379 4639 1653;39379
1916 2234 998;998
30742 30746 30741 28418 30766 28447;30742 30741 28418 30766 28447
5799 28321;28321
584 4754 4190 3341 9567 5899 8131 8130 9888;584 4754 4190 3341 5899 9567 8131 8130
16109 4954;16109
28359 2080;28359
90 95;90
31043 8093 33028 34824 1085 181 29 33030 33049 4160;31043 8093
389 51124;51124
19834 18365 12098 17548 14076 18364 17366 12100;12100
2050 977;977
41448 36748 11533 14674;41448 11533
11607 5979 3230;3230 11607
39285 4412 39300 40657;39285 4412 39300
39253 18329 937 116 117 1292 30 634 206 2287 2514 14884 7751 10197 23247 58 23462;634 206 23247
25155 17873 31529;25155
51121 51076 451 51115 973 51091 50315 4408 50293 50299 45296 2575 18505 45289;51121 51115
23164 1347;1347
46343 13462 5776 41589;41589 13462
28324 51 28363 50 23164 98;23164 28324
51102 51104 51097 51089 51085 51083 51084 51077 51114 51093;51102 51104 51097 51089 51085 51084 51077 51114 51093
50327 50324 50335 50341 50299 50328 50336 45770 50340;50341 50324 50327 50299 50328 50336 45770
47060 47472 47506 47058;47060
50314 383 50315 50306;50315 50314 50306
51080 51095 51132 6700;51080 51132
1053 33705;33705
6224 6225 46968 46933 45673 46949;46968 46933 45673 46949
39247 466 39293 39273 23201 15755 32160 28868;39273 39293
1265 43166 43718 2714 44111 43268 4356 1596 7005 800 43269 14882;1596 4356 14882
37875 34817;34817
90 2673 506 2689 748 638 1812 175 95 1703;2689 90
4311 7306 23194 1696;23194 4311
45430 45081 46333 366 2022 2746 1067 3144 45771 46323;45430 46333 45081 366 3144 45771 46323
753 675 146 254;753
43165 42458 42546 42529;42458 43165
46 30956 23164 28324 28396;28396 23164
12467 5993 14073;14073
41571 2329 48283 47521 8472 46295 6908 44089 23602 47471 47473 46939 46924 48269 48280;48280 46295
4142 32210 975 1074 1071 1286 33030 3035 39293 45767 45811 45778 2776 36455 16270 17868 11203 16509 1144;45811 45778 4142 3035 45767 16270
51080 51099 49191 14135;51080 51099
1078 147;147
48266 48276 45777 45875;45777 48276 45875
16440 6228 17417 8682;8682 16440 6228
49085 33223;49085
39379 12725;12725
2124 5176 7246 3728 3726 5066 18;18
33214 47494 47491 47060 9127;47494
44135 44161 44582 40655 44606 36719 44622 37881 37882 44584 45254 5974;44161 44582 36719
37882 36719 37878 37871 37901 37898 37881 39241 39271 23644 694 26267 26265 5010 3049 1530 1107 39256 39270 2689 1671;37882 39271 1530 36719 37871 23644
33048 23644 9694 4237;33048 9694
23724 332 1147 23174 23110;332 1147
36539 36543 37883 36719 37878 37873 37871 33369 1640 39241 30971 28435 611 601 249 7159;37883 36719 37878
7753 546;7753
3038 680 45811;680 45811
30764 319 46313;30764
1137 43177 43183 43187 43207 43172 926 3501;926
22754 36848 11063 11062 24232 18493 42444;18493 22754
7241 7363 6197;7241
41454 51079 51100 51080;41454 51079 51100
46909 45237 6700 47474 47478 47477 47489 47502 44078 47487;45237 47474 47478 47489 47487 47502
42849 34812 43175 44074;42849 43175 44074
205 1183 10 91 421 203 116 204;205
23332 28363;28363
2011 1989 23274 2035 1141;1989 23274 1141
151 2240 99 6259 534;534 151
46295 46297 46326 381 43043 46298 46320 46354 46977 9572 3268;46295 46297 46298 9572
916 917;917
17875 1030 13511 28321;1030
9573 28327 2821;2821
48276 48266 48275 47504 48278;48276 48266
46297 112 1855 2384 43162 2698 383 41491 42448 3803 44614 11507 5419 494;2384 41491 44614
49083 49097 301 44663 5161 2887 30776 2116 487 50327 45215 46902 45797 46928 42443 45265 45795 975 49080 48312;49083 44663 45215
50341 44637;50341
2686 1762 782 8947 13293;1762 8947 13293
47058 47473 47060;47058
28381 40677;40677
42464 41535;41535
675 1689;675
43187 43219 43188;43188
48266 48256 48274 13248 6059;48266 48256 48274 13248
45994 50507 45363 26265 46899;45994
39293 39279 39288 39297 39307 33068 1369 30931;33068 30931
31655 40686 42439;31655
4038 39302 41477 332 23175 404 28418 1147 692 42439 42843 43170;41477 332 1147
674 43238 23091 46300;674
7762 41619 41589 9466 2631 33169 19986;41619
1782 3642 561;1782
34814 34820 34815 28382 34813 3399 1069 34818;34814 34820 34815 28382 34813
7761 42567 8569 7083 43182;42567 8569 43182
23120 28339 3413 244;28339
11254 460 2769;2769 11254
42441 46953 47123 44153 47500 47057 47475 47476 47490 47043 26327;47057 47500 47490 47475 47043 47476 26327
39270 9331 117 2455;39270
5403 50297 50303 12420 1730;1730
380 604 162;162 604
36464 4596;4596
41923 41808 12173 43324 18967 5824 701 225 202 3647 11406 6644 11593;5824 41808
253 433 976 375 324;253
3293 33037;33037
8041 44283;44283
37890 37897 37904 42466 9387 13492 6059 3655 5733 5732 3656 12408 16200 11782 12291 12406;37890 11782
8671 4653 39393 20244 41550 43235 45262 16721 6559 34824 2421 7015;20244 41550 43235 45262
1059 46423 47125 21073 46425 10945 16796 9583;46423 1059
28352 28325 1297 157 158 25168 3777 6548 481;28352 28325 158 1297 481
42448 42440 29017 42472;42448 42472
42450 42444 2677 41592 2718 2722 2719 28825 9657 41474 3777 21999;42450
39272 28335;39272
34815 2689 34819 34812 34814 1671;2689 34815 34812 34819
30756 41454;41454
2811 28321;28321
1499 254 255 1500;1500
47058 47506 47473 47505;47473 47506
46916 3121 46911 47485 47508 47486;46916 3121 47485 47508
676 36430;36430
32210 9387 30755 30781 30790 1137 8257 174 30754 33027;32210 9387 30781 30755 8257 33027
1183 205 526 418;205
45225 917 8771 42635 8093 8829 2218 16981 20143 11607 35756 12451 13737 23399 12223 30980 5014 13744 10663;917 8093 45225 16981
40660 40665 1640 36416 37900 3465 30754 182 28333 37889 183 37876 30744 2746 1067 5272 366 3994 715 37878;40660 366
455 17619 14305;455
30931 33029 33030 32210 33049;33030 30931 33049 32210
380 486 1369 716 148 3476 744 387 221 16 217;716 1369
1782 49180;49180
4252 7755 143 117 5416;4252 5416 117 7755
44091 9982 8109 8980 357 44076 42006 41567 3446 17514 6037 18132;44091 8980 17514 44076
47071 15310 12771 10192 11290 39318 19511 39699 13054;15310 12771 11290 10192 39699 39318 19511 13054
45255 26265 36036;45255 36036
5559 39257 2235 28335 3882 39269;39257
6360 48266 48256;48266 48256
7753 45233 18 45773;7753 45233 45773
28331 9417 28349 4517 23202 28368 5843 22643 8400 8402 4135 6192 12207 4558 7945 2768 822 23392 4363 33331 28077 21800 32530 33332 20114 28102 33333 25181 28083 8404 33334 33335 33336 30381 33337 33338 24682 28110 33339 28115 33340 31243 21170 33341 33342 8007 33343 25582 21787 33344 27534 33345 23883 33346 33347 31270;28331 28349 33332 9417 33331 4135 33338 33336 21800 20114 31270 33346
8249 1030;1030
2821 17985 10817 2386;17985 2821
48266 48284 48296;48266 48284
23069 42473 40667 37879 1068 5553 40658 1709 50335 49106;37879 1068 1709 40658
22203 50440;50440
36765 40677 37912 2164;37912 2164 36765
7753 36490 13265 4737 48266 481 29990 1704 48280 4038 48275 48255;4737 48280 48275 7753
42465 37876 30754 28858 41471 40665;30754 28858 40665
4909 6999 1510;4909
29312 335;335
45 2479;45
364 439 380 4836;364 380
421 203 237 205 281 5379 749 1489 986 2747 1827 3735 494 47 300;421 281 986
32210 33029 33030 31043 33034 32208 111 935 975 34815;33029 33030 31043 33034 34815
8260 90;90
1811 786;786
721 116 44153 5562;721 44153 116
51072 51089 45366;51072
1913 2145 2088 1832 1772 27841;1913
46295 46297 46315 46321 45994 46343 46953 46895;46295 46315 46321
45800 45791 45784 45761 45807;45800 45784 45807
33049 4038;4038
360 380;360
37 44114;44114
42846 44097 326 42843 34819;42846 44097 34819
33026 5386 3544;33026 5386
1680 1681 2490 1679 1556 3341 2769 1554 7756 28375 5527 6465 20418 9792 2173 2177 13847;1681 1556 7756 1680 1679 1554 28375 5527 2490 6465 9792 20418 2177
34827 41449 41487 422 4464 41478 3867 36953 28410 39333 3268 8985 18780 3349 7309 1001 150 1065 1066;41449 34827
6727 23083;6727
12077 3033 44600;3033
716 2217 2039 4407;4407 716
33029 45760 43156 48257 43151;45760 43151
3049 44606 44125 36719 37878 44598 44631 44618 44629 44607 44619 44586 44580;36719 44618 44580 44586
51072 45215 51071 6039;51071
37878 45222 44125 36719 44586 44580 1530;44580 45222
49083 49096 50315 48279 45215 51091 50324 49178 50302 50294 50328 18153 50305;49083 50328 50324
27 23093 12671 181 383 2323 2786 47 5797 23078 23072 1612 2173 1698 1230 23086 2225 23136 16737 7750 8747 10197 19433;23093 181 2786 383 1612
23622 50340 50361 50327 50328 49124 49095 49105 13470;50327 49105 50328 23622 50361 49124
6354 6352 14162;6352 14162
22026 13188 12685 5670 50292 10829;12685 13188 5670
50293 49130 958;50293
28325 26266 20655 23644 28332 28341 4446;28325 23644 28332
39249 33705 1053 30163 9411;39249
42456 45234 45858 41491 3894 9387;42456 45858 9387
41444 41446 41480 39240 32210 2480 30931 5066 18 3286 1125 3725;41446 41480
1050 39274 20611 7251 1668;20611
34830 34833 34813 34818 34812 11525;34830 34833 34813 34818 34812
46354 3836 45280 45375 45781 46297 10928;45375 3836 45280 45781 46354
857 11862 49308 858;858
42448 42444 42450 42439 30774;42444 42450 42448
23281 36630;23281
306 22231 152 244 44598 34819;306 22231 34819
46911 46901 26327 46915;46901 26327
40 5370 2848 2490;5370 2848 2490
1057 37958;37958
47505 6567;6567
204 205 237 1183;204
392 2429;2429
3035 44600 44616;44600 44616
40660 4467 28858 30761 40661 28333 40682 5475 97 31655;40660 5475
51080 8256;51080
50303 52360 28337 51707 50300 4724 50308 46341 18153 25355 49130 1827;50303 50300 25355
761 9050 680 1273 9251 1783;761 9050
28346 298 2605 28381 4045 1002 1000 1193;298
13462 3682 3681 10330 21019 9680 10329 11567 6881 24340;13462 6881
581 579 578 318;578
42449 42455 196;42455
48276 48266 48274 47487 48275;48276 48274 48266 48275
28339 28340 28389 28343 28326 28394 30762 30766 28353 2406;28340 28394 28326 28339 28343 28389 28353 30762
48255 48257 49095 49103 49081 49107 49155 44641 42449;48255 49103 49081 49155 44641
8957 19543 9180 23802 18891 17816 1891 17783 17786 17784 17208 17407 3349;9180 1891 17784 17786
44089 47539 47586 44697 46315 44913 22 48285 2222 3537 44140 178 40672 23070 2614 2328 612 44643 5283 4149 47583 9573 28327 3101 47741;47539 47586
19661 237 204;204
39263 39264 23082 39285;39263
1148 1147 44098;1148
36719 152 30754 1135 504 7146 33048;152 36719 504 1135
14725 17777;17777
1190 2079 24188 43202 1192 4957 5388;5388
42449 42450 42439;42450 42439
46932 381 45858 2522 2 28409 8245 7004 8492 7003 4391 6288 4392 47687 367 30776 44808 45218 2755 46915 9387 46329 30370 48266 1855 48530 702 46944 46935;46932 702
722 163 537 116 117;163 722 537
4464 4463 41478;4464
51072 51097 51105 51107 51109 51130 48279 51098 41454 51080 3446;51130 51109 51072 51097 51107 48279 51098 41454
45799 44672 45801 44644;45799 44644 44672
5063 958 2746 2022 28348 10449;5063 958 10449 2746
26266 26267 23644 26264 26265 28339 28389 28340;26266 26267 26264 23644 28340 26265 28389
262 272 264 269;272
38305 50293 49089 49120 40664 46900 49128 47486 49083;50293 49089 49120 49128
12821 30758 28487;30758 12821
3019 8093 2425;8093 3019
271 264;271
40655 40660 40665 40671;40655 40660 40671
3008 1723;1723
46300 46330 46326 46328 46243 46309 45081 46333 457 42499 18753 46928 46910 44161 886 46929 46939 42443 2252 33465 1671;45081 46300 46333 46309 46928 46929 42443
44652 44585 44634 44618;44652 44585 44634
43171 639 49138;43171
291 293;293
546 5618;546
977 39265;977
46332 47505 47530;47530 47505
48260 48255 48280;48255 48280
48255 48261 48273 44697 22754 48257 48282 2467 46903 6700 804 46924 44578;48255 22754
36719 37878 158 26267;36719 37878 26267
10192 15511;15511
6987 12874 12693 6933 3424 5490 39256 48255;5490
28324 23164;23164
46332 47487 47508 4592 45828 46330 244 45994 303 46295 46297 46300 47492;46332 47487 244 46295 45994 46330
47505 47472 47506 47058 47473 47059 47060;47472 47506
4869 4734 2492 8781 1658 2493 12508;4734 8781 2493
46894 3120;46894
23644 28389 26264 28339 26267 28858 611;23644 26264 28389 611
46 23164;23164
30756 5762 28419;28419
42444 37900 41471 30971;42444 37900
51 28329;51
39271 9436 3341 40670 97 6439 7381 1472 2797 33026 7753 3551;39271 9436 2797 3551
39293 4733 39270 45811 39302 44624 45873;39270 39293 39302
1975 30866;30866
2901 90;90
36526 36140 36448 36464;36448 36140 36464
20537 4408 50293 50305 49130 25355;20537
675 868 674;675 868
48266 48274 48280;48266 48280
2122 20999 667;2122
45251 23640 11074 17851;17851
2268 3091 37917 1404 1401 3116 1402;1402
4285 91 473;91
46332 46299 4592 45828;46299 45828
332 2882 1147;332 1147
51071 23299 7753 49305 8454 45213 11569 2429 47009;45213 51071
590 1182;1182
23644 28339 28340;28340 23644
5066 48257 45773 44589;5066 48257 45773
17017 50545 49211 51350 49578 50263 50984 50616 44591 8748 5969 2977 466 20336 23100 52382 49794 49615 51843 23298 51947;17017 50545 50263 51350 50616 52382 51843
678 1242 6603 2577 2578;2577
788 753 397 1130;753
33028 249 28858 611 30754 26264 23068 173;33028 249 28858 26264
29462 38345 47507 7000 3413 45994;29462 47507
49097 47058 47473 47506;47473 47058 47506
10 91 473 719 634 722 937 117 421 1183 1839 590 5276 1644;634 722 937
1671 34819 33029;1671
28362 300;28362
7753 1721;7753
13147 36445 39286 4264 38150 407 40661;36445 39286
26266 23644 26264 26265 28339 28340 28389 604 23087 1147 162;26266 23644 162 28389
335 13582 3935 20017;335 3935 13582
37871 36719 37878 37883 11031;37871 36719 37878 37883
9335 388 42471 2743 7656;388 9335
39311 374 3032 39257;3032 39257
40686 5388 4957 32210;40686
42437 42574 42454;42454 42437
34818 34821 4676 3399;34818 4676
90 404 486;90 404
46908 46909 44095 135 42849 29017 1417 886 39241 46902 42843 42845 133 45215 249;46908 29017 42849 249 45215
40672 40667 40663 40659 30761 23068;40659
48266 49112 46911 4509 17144 22995 37271;22995 46911
47505 47059 47061 47060 47506 47058 47530 47473 47472 47501 47485 47489 47502 47503 47508;47059 47505 47061 47501 47060 47506 47485 47530 47473 47472 47489 47058
37912 1153 343;37912
1138 888 436 39263;436
10755 3648 3647;10755
39293 13747 7531 10391 18575;18575 13747 7531
49114 49084 4430 49101 49082 49098 49153 49088 49150;49084
26266 26267 23644 26265 26264 28389 28340 28377 5201;26266 26265 28389 28377
3374 3376 8060 4888;3374 3376
46323 46300 46297 46347 46342 46316 46332 44078 44133 44079 46299 631;46300 46347 46342 44133 46316
48275 48276 46315;48275 46315
12329 46902 46908 135 42441;12329 46902 46908 42441
6426 2463 9308 23509;9308
163 406;406
15879 348;348
3374 5692;5692
298 33032;298
44587 44618;44587
44624 44600 44592 44643 42450 4063 44584 1030;44624 44600 4063 42450 44584
33214 47494 47547;47494 47547
51118 50437 51080 51095 51100 51132;51095 51118 51132
34815 34813;34815
1459 7624 265;7624
44663 612 804 42473 23120 44075 488 489 44705 23068 44646 34814 34818 5403 46297 3995;804 44075 44646 34818 46297
529 6461 4634 13240;529
41456 1734;1734
10 46327 4566;4566 46327
486 422 291 292 3239 1904 570 571 2324;291
5719 15752 363 90 574 573 23434 29030 29805 5568 3288 3060 17442 34815 693 486;15752 29030 90 29805 363
249 2748 611 1488 174 176;611 176
42635 44595 36448 36464;42635
45235 49089 52289 49114 46347 47476 46909 40667 49104;45235 49089
47488 47503 47508 15267 25305;47508 47503 47488
45265 45298 42500 42336;45265 45298
1156 588;1156
51740 9180 52310 702;51740 52310
546 5618;546
48255 4737 33034 3286 48257 48282 17221 14570 3425 33030 41445;48255 48257 33034 48282 17221 3425 41445
875 1820 1034 95;1820 875
49112 49114 44115 49093 49111 40656;49112 49114 44115 49111 49093
1689 32210 2057 33030 221 30931 31043;30931 32210 31043 33030
7753 4737;7753
33029 1072 45236;45236
45259 23340 44366;23340
46297 46300 47475 47490 3995 47497 37898;46300 47475 47497
10 91 903;903
781 493 46329 4615 49097 301;46329 493 781
46338 46316 46332 44078 752 46319 44079;46319 46332
37898 44583 44586;44583 44586
5760 688 28345 45214 8436 5025;688
33029 31972 32210 1824 842 975 17118 3776 9730 7789;31972 1824 975 17118 9730
42529 43199;42529
539 3246;3246
10412 10185;10412
2608 1402 14367 44679 3155 6700;44679
26267 26266 28343 28702 30736;26267 26266 28702
49107 49130 49208 50302 42448 44089;49130 49107 49208 42448 50302
41489 41484 40657 32210 42336 41478 17815 2381 42490 9387 37890 42466;41484 32210 42466 37890 41489 41478
8548 37966;37966
1066 150;150
34922 6885;6885
41557 5583 5584 5082 46918 3229 3120 46939;5584
332 1147 3450 906 10183 10184 3049 2497 54 3408 351 285;332 1147
43415 44160;44160
46893 46920 1252 46958;46893 46920 46958
7109 3925 4313;4313
13462 23073 2729 3430;13462 23073
36615 975 32210 12530;36615 975 12530
28339 28389 28340 33038 28858 803 26266 779 601 26264 26265 1371 23644 1250 694 26267;28340 28339 26266
